source_file,question_number,question_type,category,format,question_text,choices,answer,predicted_concept,confidence
rounds/round2.txt,8,TOSSUP,BIOLOGY,Multiple Choice,Which of the following molecules would have the most peptide bonds:,W) glycogen | X) hemoglobin Y)  lecithin | Z) DNA,X) HEMOGLOBIN,organic_chemistry,0.6079374551773071
rounds/round2.txt,8,BONUS,BIOLOGY,Short Answer,Name all of the following 4 substances that would typically be considered exocrine products: insulin; pepsin; hemoglobin; epinephrine,,PEPSIN,biochemistry,0.40079209208488464
rounds/round2.txt,9,BONUS,CHEMISTRY,Multiple Choice,Which of the following gases will have the LOWEST freezing point:,W) hydrogen | X) water | Y) helium | Z) carbon dioxide,Y) HELIUM,thermodynamics_physics,0.39763736724853516
rounds/round2.txt,10,TOSSUP,PHYSICS,Short Answer,"By what factor will the gravitational attraction between two masses be multiplied , if the distance between their centers of mass remains the same, but the mass of one doubles?",,2 TIMES (ACCEPT: 2 o r DOUBLES),stoichiometry,0.3239116072654724
rounds/round2.txt,10,BONUS,PHYSICS,Multiple Choice,Which of the following occurs when a glass tube is rubbed with a silk cloth:,W) protons are transferred from the silk to the glass tube  X)  protons are transferred from the glass tube to the silk Y)  electrons are transferred from the silk to the glass tube | Z) electrons are transferred from the glass tube to the silk,Z) ELECTRONS ARE TRANSFERRED FROM THE GLASS TUBE TO THE SILK,optics,0.2930276393890381
rounds/round2.txt,11,BONUS,MATH,Short Answer,"The terminal side of angle θ (read as: theta) in standard position passes through the point ( –5, 12). Find the sine, cosine and tangent, in fractional form:",,SIN =,trigonometry,0.42287951707839966
rounds/round2.txt,12,TOSSUP,EARTH AND SPACE,Multiple Choice,Which of the following is both fluorescent and radioactive:,W) calcite | X) halite | Y) talc | Z) zircon,Z) ZIRCON,redox,0.3703112006187439
rounds/round2.txt,12,BONUS,EARTH AND SPACE,Multiple Choice,Which of the following both h ave very similar chemical compositions but exhibit different colors:,W) ruby and sapphire | X) opal and pearl | Y) diamond and quartz | Z) amber and citrine,W) RUBY AND SAPPHIRE,organic_chemistry,0.45645037293434143
rounds/round2.txt,13,BONUS,GENERAL SCIENCE,Multiple Choice,"The h ypoxic zone in the Gulf of Mexico, and many other areas in the world, is largely caused by the influx of which of the following into waterways:",W) phosphorous | X) nitrogen | Y) potassium | Z) sulfur,X ) NITROGEN,oceanography,0.33347058296203613
rounds/round2.txt,14,BONUS,EARTH AND SPACE,Short Answer,"Choosing from upper left, upper right, lower left, and lower right, where o n the HR diagram would a blue Supergiant be found?",,UPPER LEFT,geometry,0.30980542302131653
rounds/round2.txt,15,BONUS,BIOLOGY,Multiple Choice,Which of the following is LEAST accurate regarding human genetics:,W) genes from gametes are typically unchanged during their passage to the zygote | X) the zygote gets 1 allele from each pa rental gene pair | Y) all genes independently segregate | Z) the number of copies of a particular gene can  vary among individuals,Y) ALL GENES INDEPENDENTLY SEGREGATE,genetics,0.5206986665725708
rounds/round2.txt,16,TOSSUP,CHEMISTRY,Multiple Choice,Which of the following is a substance that is very reactive with the oxygen in air and must be stored under water or some other substance to keep it from becoming incendiary:,W) fullerene | X) white phosphorous | Y) cal cium fluoride | Z) calcium oxide,X) WHITE PHOSPHOROUS,redox,0.4274055063724518
rounds/round2.txt,16,BONUS,CHEMISTRY,Multiple Choice,Which of the following best describes the catalyst in the destruction of ozone by chlorofluorocarbons:,W) homogeneous | X) heterogeneous | Y) enzymatic | Z) autocatalytic,W) HOMOGENEOUS,organic_chemistry,0.40915918350219727
rounds/round2.txt,17,BONUS,PHYSICS,Short Answer,"A 10 -kilogram hay bale is raised to 5 meters above a barn floor and is then lowered to 4 meters below the floor. Relative to its starting position on the floor, what is the final gravitational potential energy of the bale, in joules, if g is rounded to the first decimal place?",,–392 (must give negative value) (ACCEPT: 392 JOULES LESS) (Solution: E = mgΔh = 10kg × 9.8 × ( –4) = –392 joules),thermodynamics_physics,0.3340790867805481
rounds/round2.txt,18,TOSSUP,MATH,Short Answer,"Identify the type of conic section represented by the equation, x 2 – 16y2 = 64:",,HYPERBOLA,geometry,0.3059150278568268
rounds/round2.txt,18,BONUS,MATH,Short Answer,"Giving your answer in millimeters squared, find the lateral surface area of a right pentagonal prism whose altitude is 12 millimeters and base has sides of length 8, 10, 12, 14, and 16 millimeters, respectively:",,720,trigonometry,0.3337225914001465
rounds/round2.txt,19,BONUS,EARTH AND SPACE,Multiple Choice,"According to the Continental Drift Theory, Australia remained attached to Antarctica until the 2 entities drifted apart about how many million years ago:",W) 80 | X) 120 | Y) 250 | Z) 350,W) 80,geology,0.29587504267692566
rounds/round2.txt,20,BONUS,GENERAL SCIENCE,Short Answer,"When emissions of nit rogen oxides and VOC’s react in the presence of sunlight, what ground- level pollutant is formed?",,OZONE (ACCEPT: O,meteorology,0.40403512120246887
rounds/round2.txt,21,BONUS,EARTH AND SPACE,Short Answer,Order the following 4 stars from the HOTTEST to the COOLEST: K -3; K -2; B -7; M -10,,B -7; K -2; K -3; M -10,thermodynamics_physics,0.26560208201408386
rounds/round2.txt,22,TOSSUP,BIOLOGY,Short Answer,What is the specific type of p rotein from which spindle fibers are composed?,,TUBULIN (ACCEPT: ALPHA AND/OR BETA TUBULIN),organic_chemistry,0.37990570068359375
rounds/round2.txt,22,BONUS,BIOLOGY,Short Answer,Name all of the following 4 diseases that are caused by protists: botulism; rabies; typhoid fever; toxoplasmosis,,TOXOPLASMOSIS,ecology,0.26475775241851807
rounds/round2.txt,23,BONUS,CHEMISTRY,Short Answer,"Under constant temperatures, a sample of gas at a pressure of 120 kilopascals is allowed to expand from 2 liters to 8 liters. Calculate the new pressure, in kilopascals:",,30,thermodynamics_physics,0.2807524800300598
rounds/round2.txt,24,TOSSUP,PHYSICS,Short Answer,Which of the 4 basic forces of the universe is most directly related to the ability of various metals to be hammered and formed into various shapes?,,ELECTROMAGNETIC (FORCE),bonding,0.5254915952682495
rounds/round2.txt,24,BONUS,PHYSICS,Short Answer,"Given that the speed of sound at 0ºC at sea level in dry air is 331 meters per second, what is the speed of sound through dry air at sea level, giving your answer in proper SI units rounded to the nearest whole number, if the temperature of the air is 12°C?",,338 METERS P ER SECOND (must give units),waves,0.3497973084449768
rounds/round2.txt,25,BONUS,BIOLOGY,Short Answer,Name all of the following 4 cells that typically possess mitochondria: erythrocytes; plasma cells; lymphocytes; neurons,,PLASMA CELLS; LYMPHOCYTES; NEURONS,cell_biology,0.5555928945541382
rounds/round3.txt,1,TOSSUP,CHEMISTRY,Multiple Choice,Which of the following is NOT true:,W) any foreign substance added to water will cause a freezing point drop | X) a nonvolatile solute raises the boiling point of a solvent | Y) methane has a higher boilin g point than ethane | Z) freezing point depression is a colligative property,Y) METHANE HAS A HIGHER BOILING POINT THAN ETHANE,algebra,0.32363981008529663
rounds/round3.txt,1,BONUS,CHEMISTRY,Short Answer,"According to standard chemical nomenclature , what is the formula for aluminum bica rbonate?",,Al(HCO,stoichiometry,0.40896761417388916
rounds/round3.txt,2,TOSSUP,BIOLOGY,Multiple Choice,Which of the following types of biological molecules is digested by trypsin:,W) proteins | X) nucleic acids | Y) carbohydrates | Z) lipids,W) PROTEINS,biochemistry,0.5017537474632263
rounds/round3.txt,2,BONUS,BIOLOGY,Short Answer,Name all of the following 4 choices that are typically considered human autoimmune dysfunctions: Rheumatoid arthritis; Lupus; shingles; Down’s syndrome,,RHEUMATOID ARTHRITIS; LUPUS,anatomy_physiology,0.2044830620288849
rounds/round3.txt,3,BONUS,PHYSICS,Short Answer,"Consider a planet where g equals 5.0 meters per second squared. Ignoring friction, if an object started from rest, how far would it fall vertically off a cliff in 4.0 seconds, giving you r answer in standard SI units?",,40 METERS (must give units),mechanics,0.41525912284851074
rounds/round3.txt,4,TOSSUP,MATH,Multiple Choice,The graph of the relation y = ) 25(2x−− is a:,W) circle | X) semi -circle | Y) parabola | Z) straight line,X) SEMI -CIRCLE,algebra,0.2927045226097107
rounds/round3.txt,4,BONUS,MATH,Short Answer,"If y varies directly as x and z , and y = 12 when x = 4 and z = 5, find y when x = 10 and z = 20:",,120,calculus,0.25097858905792236
rounds/round3.txt,5,BONUS,EARTH AND SPACE,Multiple Choice,The Earth’s greenhouse effect is primarily caused by which of the following:,W) incoming solar ultraviolet light is absorbed by the ozone layer | X) outgoing infrared solar radiation is trapped by the lower atmosphere | Y) incoming infrared solar radiation is trapped by the magnetic field | Z) outgoing X -rays are absorbed by the troposphere and reflected to the Earth’s surface,X) OUTGOING INFRARED SOLAR RADIATION IS TRAPPED BY THE LOWER,meteorology,0.3321112394332886
rounds/round3.txt,6,TOSSUP,GENERAL SCIENCE,Multiple Choice,Ed the entomologist is setting up mosquito traps in a farmer’s field in Nebraska. Which of the following would be the BEST mosquito attractant to ensure he traps the greatest number and variety of mosquitoes:,W) oxygen | X) nitrogen | Y) dry ice | Z) methane,Y) DRY ICE,ecology,0.26696616411209106
rounds/round3.txt,6,BONUS,GENERAL SCIENCE,Short Answer,"Rounded to the nearest whole number, convert 3,000 meters per second into kilometer s per hour:",,"10,800",calculus,0.34563979506492615
rounds/round3.txt,7,BONUS,EARTH AND SPACE,Multiple Choice,Which of the following is NOT true:,W) the core of a red supergiant is hotter than the core of a main sequence K -type star | X) helium flash is something that occurs in red giant stars | Y) the Pleiades is an open star cluster | Z) there is more lithium than carbon in the universe   ANSWER:  Z)  THERE IS MORE LITHIUM THAN CARBON IN THE UNIVERSE,,algebra,0.32363981008529663
rounds/round3.txt,8,TOSSUP,CHEMISTRY,Multiple Choice,"Carbon monoxide, or CO, will be adsorbed (read as: ADD - sorbed) onto the surface of which of the following metals the MOST strongly:",W) iron | X) nickel | Y) cobalt | Z) gold,W) IRON,bonding,0.42786693572998047
rounds/round3.txt,8,BONUS,CHEMISTRY,Short Answer,Arrange the following 3 choices in order of increasing bond energies: O 2; N 2; F 2,,F,bonding,0.43392184376716614
rounds/round3.txt,9,BONUS,BIOLOGY,Short Answer,What is the most plentiful class of immunoglobulin s in human plasma?,,IgG (ACCEPT: G or IMMUNOGLOBULIN G),anatomy_physiology,0.432919979095459
rounds/round3.txt,10,TOSSUP,PHYSICS,Short Answer,What cons tant is given as the amount of electric charge per mole of electrons?,,FARADAY CONSTANT (ACCEPT: FARADAY ),electromagnetism,0.4926483929157257
rounds/round3.txt,10,BONUS,PHYSICS,Multiple Choice,Which of the following best describes the direction of the force on an electron moving through a magnetic field:,W) opposite to the direction of the velocity | X) the same direction as the velocity | Y) the same direction as the magnetic field | Z) perpendicular to the magnetic field,Z) PERPENDICULAR TO THE MAGNETIC FIELD,bonding,0.4077528119087219
rounds/round3.txt,11,BONUS,MATH,Short Answer,"Giving your answer in simplest radical form, rationalize the denominator of the following expression: )5 3(23 −−",,210363+ ( ACCEPT: )10 6(23+ ),algebra,0.23320014774799347
rounds/round3.txt,12,TOSSUP,EARTH AND SPACE,Multiple Choice,"Which of the following minerals occurs in small amounts in many igne ous rocks, is black and shiny, often occurs in small hexagonal blocks, and is soft with good cleavage:",W) biotite | X) olivine | Y) plagioclase | Z) quartz,W) BIOTITE,geology,0.5599061250686646
rounds/round3.txt,12,BONUS,EARTH AND SPACE,Multiple Choice,Which of the following is NOT true of basalt and gabbro:,W) they formed from magma at the same temperature | X) they are derived from basaltic magma | Y) they formed from magma with the same silica content | Z) they are both intrusive igneous rocks,Z) THEY ARE BOTH INTRUSIVE IGNE OUS ROCKS,geology,0.5029495358467102
rounds/round3.txt,13,BONUS,GENERAL SCIENCE,Multiple Choice,Which of the following is a widely -used analgesic and antipyretic medication which is not considered an NSAID (read as: en -say’d):,W) acetylcysteine | X) acetaminophen | Y) acet ylsalicylic acid | Z) ibuprophen,X) ACETAMINOPHEN,organic_chemistry,0.22166240215301514
rounds/round3.txt,14,TOSSUP,EARTH AND SPACE,Multiple Choice,Which of the following is LEAST likely to occur for a stargazer observing from mid -northern latitudes during summer months:,W) the planet Venus pass ing within a few degrees of the Moon a few hours after sunset | X) the Moon at perigee | Y) the planet Saturn pass ing with 5 degrees of the Moon | Z) the planet Mercury within 10 degrees of the zenith  ANSWER:  Z)  THE PLANET MERCURY WITHIN 10 DEGREES OF THE ZENITH,,astronomy,0.39082634449005127
rounds/round3.txt,14,BONUS,EARTH AND SPACE,Short Answer,Through how many degrees does the Earth rotate in 8 hours?,,120,rotational_motion,0.44844621419906616
rounds/round3.txt,15,BONUS,CHEMISTRY,Short Answer,"A 4.0 gram s ample of calcium chloride contains 6.0 × 10 22 cations. Giving your answer in scientific notation to the nearest whole number, determine the number of anions in 2 grams of CaCl 2. Assume the atomic mass of calcium is 40 and chloride is 35.",,6 × 10,stoichiometry,0.3746849298477173
rounds/round3.txt,16,TOSSUP,BIOLOGY,Multiple Choice,Which of the following is the main target of bacteria by the antibiotic penicillin:,W) energy production X)  DNA synthesis | Y) cell wall synthesis | Z) translation,Y ) CELL WALL SYNTHESIS,cell_biology,0.3294212222099304
rounds/round3.txt,16,BONUS,BIOLOGY,Short Answer,What is the most common term for the form of protection when a non-poisonous frog has the same appearance as a poisonous frog?,,BATESIAN M IMICRY (ACCEPT: MIMICRY or WARNING MIMICRY),ecology,0.36686158180236816
rounds/round3.txt,17,BONUS,PHYSICS,Short Answer,Name all of the following 4 isotopes that release energy if they undergo fission: helium -4; hydrogen- 2; uranium -235; iron- 56,,URANIUM -235,atomic_structure,0.41792744398117065
rounds/round3.txt,18,TOSSUP,MATH,Short Answer,"Identify the type of conic section represented by the equation, x 2 + y2 + 10 y + 16 = 0:",,CIRCLE,geometry,0.28722116351127625
rounds/round3.txt,18,BONUS,MATH,Short Answer,"Find the area, in centimeters squared and in simplest radical form, of a regular or equilateral triangle whose circumcircle has a radius of 8 centimeters:",,48,trigonometry,0.31839990615844727
rounds/round3.txt,19,BONUS,EARTH AND SPACE,Short Answer,"Giving your answer as morning, afternoon, evening, or night, when does most radiational cooling occur for any location in the U.S.?",,NIGHT,thermodynamics_physics,0.33339226245880127
rounds/round3.txt,20,TOSSUP,GENERAL SCIENCE,Short Answer,What is the sling psychrometer used to measure?,,HUMIDITY (ACCEPT: RELATIVE HUMIDITY; AMBIENT HUMIDITY),optics,0.3325212299823761
rounds/round3.txt,20,BONUS,GENERAL SCIENCE,Multiple Choice,From which of the following is camphor derived:,W) petroleum distillate | X) the wood of an evergreen tree of the laurel family | Y) the bark of a fir tree from the Mediterranean | Z) the seed pod of the camphor herb,X ) THE WOOD OF AN EVERGREEN TREE OF THE LAUREL FAMILY,organic_chemistry,0.3395179808139801
rounds/round3.txt,21,BONUS,EARTH AND SPACE,Short Answer,"Choosing from noon, sunset, midnight or sunrise, at what time of the day does a new Moon rise for an observer at mid- northern latitudes in September?",,SUNRISE,astronomy,0.24303799867630005
rounds/round3.txt,22,TOSSUP,CHEMISTRY,Short Answer,"What is the electron capacity in each of the 4 sublevels s, p, d, and f, respectively?",,s = 2; p = 6; d = 10; f = 14,atomic_structure,0.45614272356033325
rounds/round3.txt,22,BONUS,CHEMISTRY,Short Answer,"A sample of oxygen gas is collected over water at 1 4ºC. Knowing that the vapor pressure of water at 14ºC is 1.6 kilopascals, and that the pressure of the resultant mixture is 120 kilopascals, find the pressure, to the first decimal place, exerted by the dry oxygen alone:",,118.4,meteorology,0.3559846878051758
rounds/round3.txt,23,BONUS,BIOLOGY,Short Answer,Name all of the following 4 cells that are leukocytes: neutrophil; basophil; melanocyte; macrophage,,NEUTROPHIL; BASOPHIL,cell_biology,0.42514047026634216
rounds/round3.txt,24,TOSSUP,PHYSICS,Short Answer,"As opposed to spontaneous emission, what is the type of emission, first theorized by Albert Einstein, where a photon interacts with an atom’s electron which, when it returns to a ground state, emits a coherent photon?",,STIMULATED EMISSION (ACCEPT: STIMULAT ED),modern_physics,0.3558746576309204
rounds/round3.txt,24,BONUS,PHYSICS,Short Answer,Order the following 4 choices from the one with the LOWEST temperature to the one with the HIGHEST temperature: copper freezes; water boils; solar corona; lead melts,,WATER BOILS; LEAD MELTS; COPPER F REEZES; SOLAR CORONA,thermodynamics,0.40084975957870483
rounds/round3.txt,25,BONUS,MATH,Short Answer,Solve the following equation for x : 21 )2 ( 72 222=×−x,,4 OR –4 (A CCEPT: 4±=x ),algebra,0.3233252167701721
rounds/round4.txt,1,TOSSUP,PHYSICS,Multiple Choice,The Meissner effect is most directly associated with which of the following :,W) superconductors | X) rare earth magnets | Y) very strong electromagnets  Z)  Tesla coils,W) SUPERCONDUCTORS,genetics,0.26005056500434875
